GEOUID,PROV,EMP15
12080069,12,310
12080070,12,290
12080071,12,550
12080072,12,545
12080073,12,445
12080074,12,430
12080075,12,670
12080076,12,285
12080077,12,250
12080078,12,290
12080079,12,245
12080080,12,275
12080081,12,265
12080082,12,305
12080083,12,165
12080084,12,380
12080085,12,355
12080086,12,245
12080087,12,330
12080088,12,430
12080089,12,280
12080090,12,225
12080091,12,260
12080092,12,315
12080093,12,380
12080094,12,165
12080095,12,180
12080096,12,235
12080097,12,185
12080098,12,200
12080099,12,295
12080100,12,465
12080101,12,280
12080102,12,395
12080103,12,280
12080104,12,245
12080105,12,235
12080106,12,225
12080107,12,165
12080108,12,200
12080109,12,165
12080110,12,160
12080111,12,195
12080112,12,260
12080113,12,280
12080114,12,145
12080115,12,265
12080116,12,305
12080117,12,195
12080118,12,470
12080119,12,460
12080120,12,380
12080121,12,295
12080122,12,500
1209,12,208355
12090103,12,465
12090104,12,125
12090105,12,380
12090106,12,140
12090108,12,380
12090114,12,365
12090115,12,660
12090116,12,455
12090117,12,185
12090118,12,235
12090119,12,285
12090120,12,390
12090121,12,480
12090122,12,130
12090123,12,565
12090128,12,515
12090130,12,610
12090131,12,425
12090132,12,215
12090133,12,415
12090134,12,350
12090135,12,265
12090136,12,125
12090137,12,205
12090138,12,440
12090139,12,155
12090140,12,190
12090141,12,120
12090142,12,160
12090143,12,180
12090144,12,150
12090145,12,160
12090146,12,270
12090147,12,245
12090148,12,195
12090149,12,220
12090150,12,195
12090152,12,205
12090153,12,345
12090154,12,195
12090158,12,340
12090159,12,305
12090160,12,230
12090161,12,250
12090162,12,225
12090163,12,210
12090164,12,250
12090165,12,395
12090166,12,550
12090167,12,285
12090168,12,480
12090169,12,300
12090170,12,280
12090171,12,380
12090172,12,300
12090175,12,195
12090176,12,250
12090177,12,105
12090178,12,230
12090179,12,310
12090182,12,150
12090183,12,180
12090184,12,380
12090185,12,675
12090186,12,270
12090187,12,205
12090188,12,175
12090189,12,580
12090190,12,265
12090191,12,370
12090192,12,415
12090193,12,680
12090194,12,190
12090195,12,265
12090196,12,305
12090197,12,240
12090198,12,160
12090199,12,190
12090200,12,430
12090201,12,280
12090202,12,235
12090203,12,185
12090204,12,225
12090205,12,785
12090206,12,230
12090209,12,220
12090210,12,180
12090211,12,130
12090212,12,270
12090213,12,280
12090214,12,195
12090215,12,185
12090216,12,545
12090217,12,365
12090220,12,410
12090223,12,450
12090224,12,195
12090225,12,285
12090226,12,275
12090227,12,290
12090228,12,300
12090229,12,290
12090230,12,240
12090231,12,325
12090232,12,525
12090241,12,255
12090244,12,275
12090245,12,260
12090246,12,440
12090247,12,260
12090248,12,310
12090249,12,310
12090250,12,430
12090251,12,275
12090252,12,460
12090253,12,310
12090254,12,445
12090255,12,295
12090256,12,155
12090259,12,220
12090260,12,70
12090261,12,275
12090262,12,305
12090263,12,425
12090264,12,510
12090265,12,280
12090267,12,150
12090270,12,120
12090271,12,75
12090272,12,485
12090273,12,115
12090277,12,290
12090279,12,340
12090280,12,285
12090281,12,270
12090282,12,185
12090291,12,255
12090292,12,210
12090293,12,260
12090294,12,230
12090295,12,410
12090296,12,465
12090297,12,425
12090298,12,430
12090311,12,295
12090312,12,240
12090313,12,305
12090324,12,210
12090325,12,335
12090326,12,245
12090327,12,245
12090328,12,200
12090329,12,275
12090330,12,240
12090331,12,250
12090332,12,255
12090333,12,265
12090334,12,395
12090335,12,225
12090336,12,350
12090337,12,715
12090340,12,325
12090341,12,340
12090342,12,205
12090343,12,695
12090344,12,150
12090345,12,145
12090346,12,75
12090347,12,310
12090349,12,290
12090350,12,275
12090351,12,340
12090355,12,420
12090356,12,290
12090357,12,595
12090358,12,320
12090359,12,395
12090362,12,400
12090365,12,250
12090366,12,290
12090367,12,185
12090368,12,195
12090369,12,190
12090370,12,305
12090371,12,260
12090372,12,390
12090373,12,210
12090406,12,545
12090407,12,280
12090415,12,295
12090420,12,185
12090421,12,260
12090474,12,510
12090475,12,350
12090476,12,290
12090477,12,360
12090478,12,235
12090479,12,425
12090480,12,905
12090481,12,255
12090482,12,685
12090483,12,110
12090484,12,200
12090485,12,330
12090486,12,175
12090487,12,385
12090488,12,155
12090489,12,285
12090490,12,345
12090491,12,115
12090492,12,345
12090493,12,700
12090494,12,115
12090495,12,125
12090496,12,320
12090497,12,270
12090498,12,140
12090500,12,345
12090501,12,415
12090502,12,335
12090506,12,340
12090507,12,640
12090508,12,215
12090509,12,380
12090510,12,525
12090513,12,190
12090514,12,260
12090516,12,280
12090517,12,170
12090518,12,265
12090520,12,850
12090521,12,465
12090523,12,555
12090528,12,465
12090530,12,545
12090531,12,325
12090532,12,380
12090533,12,415
12090534,12,420
12090535,12,1035
12090536,12,225
12090537,12,200
12090538,12,180
12090539,12,305
12090540,12,240
12090541,12,290
12090542,12,445
12090562,12,215
12090563,12,395
12090564,12,545
12090565,12,585
12090567,12,430
12090569,12,450
12090570,12,475
12090571,12,185
12090572,12,745
12090573,12,640
12090574,12,525
12090576,12,155
12090577,12,655
12090578,12,265
12090579,12,330
12090580,12,725
12090581,12,520
12090582,12,310
12090583,12,100
12090591,12,165
12090592,12,215
12090593,12,155
12090594,12,285
12090595,12,420
12090596,12,350
12090597,12,570
12090598,12,300
12090599,12,375
12090600,12,410
12090602,12,385
12090608,12,485
12090609,12,235
12090610,12,185
12090611,12,255
12090612,12,440
12090613,12,300
12090614,12,335
12090615,12,305
12090616,12,365
12090617,12,290
12090618,12,215
12090619,12,370
12090620,12,260
12090621,12,290
12090622,12,290
12090623,12,220
12090624,12,255
12090625,12,225
12090627,12,310
12090628,12,435
12090629,12,575
12090630,12,430
12090631,12,240
12090632,12,450
12090633,12,415
12090634,12,475
12090635,12,750
12090636,12,510
12090637,12,355
12090638,12,380
12090640,12,285
12090641,12,320
12090642,12,785
12090643,12,375
12090648,12,240
12090649,12,335
12090650,12,235
12090651,12,355
12090652,12,460
12090653,12,565
12090655,12,855
12090656,12,495
12090657,12,555
12090658,12,190
12090659,12,285
12090660,12,355
12090661,12,225
12090662,12,505
12090663,12,280
12090664,12,500
12090665,12,305
12090666,12,225
12090667,12,490
12090668,12,310
12090671,12,255
12090672,12,165
12090673,12,320
12090674,12,455
12090677,12,220
12090678,12,1010
12090680,12,310
12090682,12,235
12090683,12,230
12090684,12,640
12090685,12,215
12090687,12,235
12090688,12,500
12090690,12,570
12090691,12,320
12090693,12,590
12090694,12,280
12090695,12,595
12090696,12,290
12090697,12,680
12090698,12,255
12090699,12,290
12090700,12,240
12090701,12,480
12090702,12,400
12090703,12,310
12090704,12,300
12090705,12,525
12090706,12,370
12090707,12,345
12090708,12,540
12090709,12,665
12090710,12,385
12090711,12,405
12090712,12,760
12090713,12,325
12090715,12,420
12090717,12,290
12090719,12,400
12090721,12,235
12090722,12,285
12090723,12,130
12090724,12,335
12090725,12,300
12090728,12,345
12090729,12,200
12090730,12,205
12090731,12,230
12090733,12,340
12090734,12,810
12090735,12,440
12090736,12,345
12090737,12,610
12090738,12,925
12090739,12,540
12090740,12,390
12090741,12,390
12090743,12,390
12090745,12,370
12090746,12,280
12090747,12,340
12090748,12,560
12090749,12,65
12090750,12,140
12090751,12,770
12090752,12,320
12090753,12,330
12090754,12,285
12090755,12,365
12090756,12,255
12090757,12,215
12090758,12,485
12090759,12,265
12090760,12,265
12090761,12,215
12090762,12,510
12090763,12,230
12090764,12,330
12090765,12,355
12090769,12,480
12090770,12,395
12090771,12,480
12090772,12,330
12090773,12,490
12090774,12,230
12090775,12,265
12090776,12,345
12090777,12,250
12090778,12,180
12090779,12,190
12090780,12,415
12090781,12,170
12090782,12,225
12090783,12,795
12090784,12,370
12090785,12,170
12090786,12,100
12090787,12,250
12090788,12,265
12090789,12,265
12090790,12,180
12090791,12,1025
12090792,12,380
12090793,12,655
12090794,12,395
12090795,12,435
12090796,12,475
12090797,12,480
12090798,12,380
12090799,12,630
12090805,12,255
12090808,12,340
12090809,12,285
12090810,12,415
12090811,12,515
12090812,12,345
12090813,12,315
12090814,12,375
12090815,12,315
12090816,12,250
12090817,12,140
12090818,12,680
12090819,12,205
12090820,12,395
12090823,12,355
12090824,12,385
12090828,12,210
12090832,12,330
12090835,12,555
12090836,12,270
12090837,12,290
12090838,12,405
12090839,12,2275
12090840,12,230
12090841,12,145
12090842,12,325
12090843,12,305
12090844,12,405
12090846,12,590
12090847,12,230
12090848,12,310
12090849,12,260
12090850,12,320
12090851,12,290
12090852,12,255
12090853,12,570
12090854,12,365
12090855,12,280
12090856,12,180
12090858,12,265
12090860,12,135
12090863,12,285
12090864,12,350
12090865,12,195
12090866,12,300
12090867,12,325
12090868,12,390
12090869,12,370
12090870,12,640
12090871,12,295
12090872,12,190
12090873,12,290
12090874,12,305
12090875,12,335
12090876,12,370
12090877,12,420
12090878,12,300
12090879,12,295
12090880,12,275
12090881,12,205
12090882,12,270
12090883,12,65
12090886,12,345
12090888,12,170
12090890,12,735
12090891,12,1040
12090892,12,330
12090893,12,330
12090894,12,335
12090895,12,380
12090896,12,315
12090897,12,465
12090898,12,180
12090899,12,250
12090900,12,545
12090901,12,1170
12090902,12,545
12090903,12,500
12090904,12,785
12090905,12,535
12090909,12,435
12090910,12,415
12090911,12,315
12090915,12,430
12090916,12,335
12090917,12,515
12090919,12,305
12090920,12,310
12090921,12,365
12090922,12,80
12090924,12,270
12090925,12,615
12090926,12,375
12090927,12,120
12090928,12,615
12090929,12,1030
12090930,12,305
12090932,12,295
12090933,12,290
12090934,12,205
12090936,12,315
12090937,12,365
12090939,12,300
12090941,12,360
12090942,12,155
12090943,12,285
12090944,12,250
12090945,12,210
12090947,12,265
12090948,12,165
12090950,12,415
12090951,12,715
12090952,12,70
12090953,12,310
12090954,12,685
12090955,12,480
12090956,12,245
12090957,12,185
12090958,12,435
12090960,12,145
12090962,12,325
12090963,12,105
12090965,12,465
12090966,12,205
12090967,12,535
12090969,12,230
12090970,12,480
12090972,12,290
12090973,12,375
12090974,12,275
12090976,12,290
12090977,12,215
12090978,12,190
12090980,12,125
12090981,12,295
12090982,12,420
12090983,12,235
12090984,12,235
12090985,12,325
12090986,12,665
12090988,12,230
12090989,12,430
12090990,12,470
12090991,12,910
12090992,12,240
12090993,12,765
12090994,12,475
12090995,12,295
12090996,12,555
12090997,12,215
12090998,12,440
12090999,12,775
1210,12,23475
12100077,12,230
12100078,12,195
12100079,12,135
12100080,12,225
12100081,12,150
12100082,12,275
12100083,12,160
12100084,12,210
12100085,12,225
12100086,12,215
12100087,12,260
12100088,12,235
12100089,12,350
12100090,12,490
12100091,12,300
12100092,12,320
12100093,12,205
12100094,12,350
12100095,12,225
12100096,12,620
12100097,12,285
12100098,12,160
12100099,12,245
12100100,12,210
12100101,12,255
12100102,12,205
12100103,12,240
12100104,12,230
12100105,12,215
12100106,12,450
12100107,12,150
12100108,12,210
12100109,12,410
12100110,12,205
12100111,12,220
12100112,12,215
12100113,12,165
12100114,12,135
12100115,12,150
12100116,12,250
12100117,12,300
12100118,12,120
12100119,12,145
12100120,12,220
12100121,12,270
12100122,12,285
12100123,12,245
12100124,12,405
12100125,12,135
12100126,12,315
12100127,12,310
12100128,12,210
12100129,12,295
12100130,12,370
12100131,12,245
12100132,12,225
12100133,12,200
12100134,12,215
12100135,12,205
12100136,12,90
12100137,12,200
12100138,12,295
12100139,12,425
12100140,12,450
12100141,12,500
12100142,12,185
12100143,12,205
12100144,12,235
12100145,12,140
12100146,12,225
12100147,12,170
12100148,12,340
12100149,12,185
12100150,12,70
12100151,12,280
12100152,12,245
12100153,12,415
12100154,12,230
12100155,12,300
12100156,12,385
12100157,12,215
12100158,12,225
12100159,12,255
12100160,12,280
12100161,12,340
12100162,12,190
12100163,12,245
12100164,12,195
12100165,12,365
12100166,12,215
12100167,12,155
12100168,12,195
12100169,12,200
12100170,12,120
1211,12,12740
12110052,12,235
12110053,12,215
12110054,12,120
12110055,12,105
12110056,12,195
12110057,12,205
12110058,12,240
12110059,12,170
12110060,12,75
12110061,12,180
12110062,12,100
12110063,12,155
12110064,12,230
12110065,12,185
12110066,12,205
12110067,12,170
12110068,12,220
12110069,12,75
12110070,12,140
12110071,12,155
12110072,12,185
12110073,12,105
12110074,12,30
12110075,12,170
12110076,12,205
12110077,12,205
12110078,12,180
12110079,12,200
12110080,12,225
12110081,12,115
12110082,12,135
12110083,12,200
12110084,12,75
12110085,12,235
12110086,12,85
12110087,12,105
12110088,12,150
12110089,12,335
12110090,12,330
12110091,12,240
12110092,12,140
12110093,12,285
12110094,12,155
12110095,12,245
12110096,12,195
12110097,12,195
12110098,12,150
12110099,12,180
12110100,12,170
12110101,12,125
12110102,12,255
12110103,12,145
12110104,12,215
12110105,12,240
12110106,12,425
12110107,12,205
12110108,12,85
12110109,12,170
12110110,12,220
12110111,12,410
12110112,12,200
12110113,12,295
12110114,12,295
12110115,12,310
12110116,12,190
12110117,12,270
12110118,12,85
1212,12,20060
12120063,12,130
12120064,12,180
12120065,12,180
12120066,12,185
12120068,12,305
12120069,12,360
12120071,12,205
12120072,12,315
12120073,12,220
12120074,12,280
12120075,12,250
12120076,12,180
12120077,12,255
12120078,12,85
12120079,12,210
12120080,12,240
12120081,12,220
12120082,12,170
12120083,12,195
12120084,12,180
12120085,12,160
12120086,12,245
12120087,12,170
12120088,12,125
12120089,12,225
12120090,12,210
12120091,12,225
12120092,12,240
12120093,12,150
12120094,12,145
12120095,12,255
12120096,12,235
12120097,12,240
12120098,12,150
12120099,12,150
12120100,12,200
12120101,12,210
12120102,12,165
12120103,12,210
12120104,12,215
12120105,12,140
12120106,12,225
12120107,12,160
12120108,12,200
12120109,12,205
12120110,12,210
12120111,12,145
12120112,12,170
12120113,12,235
12120114,12,180
12120115,12,240
12120116,12,205
12120117,12,265
12120118,12,170
12120119,12,260
12120120,12,180
12120121,12,150
12120122,12,290
12120123,12,205
12120124,12,165
12120125,12,190
12120126,12,150
12120127,12,160
12120128,12,190
12120129,12,185
12120130,12,225
12120131,12,100
12120132,12,185
12120133,12,290
12120134,12,295
12120135,12,125
12120136,12,375
12120137,12,330
12120138,12,285
12120139,12,320
12120140,12,215
12120141,12,160
12120142,12,210
12120143,12,165
12120144,12,315
12120145,12,280
12120146,12,325
12120147,12,365
12120148,12,260
12120149,12,175
12120150,12,210
12120151,12,175
12120152,12,280
12120153,12,265
12120154,12,180
12120155,12,155
12120156,12,125
12120157,12,310
12120158,12,215
1213,12,3165
12130021,12,160
12130022,12,150
12130023,12,125
12130024,12,210
12130025,12,130
12130026,12,180
12130027,12,140
12130028,12,320
12130029,12,240
12130030,12,225
12130031,12,170
12130032,12,215
12130033,12,210
12130034,12,255
12130035,12,190
12130036,12,245
1214,12,9850
12140039,12,170
12140040,12,180
12140041,12,180
12140042,12,185
12140043,12,200
12140044,12,200
12140045,12,160
12140046,12,235
12140048,12,70
12140049,12,240
12140050,12,35
12140051,12,315
12140052,12,240
12140053,12,310
12140054,12,225
12140056,12,410
12140057,12,250
12140058,12,110
12140059,12,200
12140060,12,300
12140061,12,155
12140062,12,265
12140063,12,185
12140064,12,185
12140065,12,505
12140066,12,330
12140067,12,265
12140068,12,585
12140069,12,260
12140070,12,275
12140071,12,175
12140072,12,295
12140073,12,180
12140074,12,245
12140075,12,220
12140076,12,150
12140077,12,595
12140078,12,185
12140079,12,385
12140080,12,200
1215,12,7455
12150034,12,155
12150035,12,190
12150036,12,220
12150037,12,205
12150038,12,195
12150039,12,215
12150040,12,165
12150041,12,220
12150042,12,170
12150043,12,130
12150044,12,205
12150045,12,130
12150046,12,235
12150047,12,110
12150048,12,195
12150049,12,190
12150050,12,225
12150051,12,245
12150052,12,200
12150054,12,170
12150055,12,180
12150056,12,210
12150057,12,180
12150058,12,120
12150059,12,235
12150060,12,190
12150061,12,180
12150062,12,190
12150063,12,295
12150064,12,195
12150065,12,295
12150066,12,230
12150067,12,175
12150068,12,235
12150069,12,140
12150070,12,150
12150071,12,120
12150072,12,165
12150073,12,185
1216,12,3610
12160017,12,135
12160018,12,255
12160019,12,120
12160020,12,110
12160021,12,215
12160022,12,230
12160023,12,250
12160024,12,165
12160025,12,265
12160026,12,280
12160027,12,200
12160028,12,160
12160029,12,240
12160030,12,160
12160031,12,380
12160032,12,205
12160033,12,235
1217,12,39020
12170286,12,300
12170346,12,115
12170347,12,165
12170348,12,155
12170349,12,115
12170350,12,135
12170352,12,250
12170353,12,260
12170354,12,335
12170355,12,220
12170356,12,265
12170357,12,110
12170358,12,245
12170359,12,110
12170360,12,150
12170361,12,230
12170362,12,350
12170363,12,175
12170364,12,225
12170365,12,305
12170366,12,115
12170367,12,175
12170368,12,145
12170369,12,195
12170370,12,155
12170371,12,185
12170372,12,160
12170373,12,90
12170374,12,125
12170375,12,230
12170376,12,245
12170377,12,140
12170378,12,240
12170379,12,130
12170380,12,215
12170381,12,120
12170382,12,100
12170383,12,155
12170384,12,155
12170385,12,205
12170386,12,270
12170387,12,200
12170388,12,280
12170389,12,240
12170390,12,225
12170391,12,45
12170392,12,140
12170393,12,135
12170394,12,370
12170395,12,435
12170396,12,135
12170397,12,115
12170398,12,110
12170399,12,90
12170400,12,130
12170401,12,375
12170402,12,345
12170403,12,100
12170404,12,160
12170405,12,155
12170406,12,245
12170407,12,215
12170408,12,185
12170409,12,175
12170410,12,160
12170411,12,200
12170412,12,45
12170413,12,105
12170414,12,305
12170415,12,260
12170416,12,165
12170417,12,255
